ap ,id    ,date    ,hjd          ,ra       ,dec      ,v     ,bv    ,teff  ,feh   ,feh_err,logg  ,logg_err,vsini ,vsini_err,rv        ,rve    ,fwhm      ,ccph  ,instr 
26,230002,20130119,2456311.70071,88.063622,32.561749,14.613,0.645,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-3.7636,2.098,53.19,0.66,hydraN
81,230002,20140216,2456704.76214,88.063622,32.561749,14.613,0.645,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,21.1849,3.138,63.84,0.7,hydraN
88,230003,20080224,2454520.59666,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.8274,1.464,56.08,0.73,hydraN
31,230003,20090115,2454846.70022,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.0762,1.566,45.59,0.64,hydraN
77,230003,20100304,2455259.65699,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.9254,1.145,57.69,0.89,hydraN
14,230003,20110319,2455639.66024,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.7176,0.524,56.06,0.9,hydraN
45,230003,20121230,2456291.80569,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.7426,2.625,58.43,0.65,hydraN
73,230003,20130119,2456311.70071,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.4379,0.691,56.24,0.88,hydraN
7,230003,20140110,2456667.84234,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.5558,0.667,57.14,0.9,hydraN
44,230003,20140216,2456704.62335,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.9301,0.816,57.62,0.85,hydraN
99,230003,20150209,2457062.71272,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.0679,0.514,58.2,0.91,hydraN
3,230003,20150309,2457090.78388,88.047112,32.555649,14.685,0.704,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.9493,0.493,58.47,0.89,hydraN
134,230004,20110207,2455599.61531,5.867272,32.55528,14.685,0.59,6920,-1.28,0.109,2.816,0.191,107.57,0.56,10.3962,13.851,90.46,0.6961,chelle
73,230004,20140110,2456667.84234,88.009087,32.555279,14.685,0.59,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,32.3969,14.466,218.32,0.55,hydraN
74,230004,20140208,2456696.74853,88.009087,32.555279,14.685,0.59,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,13.3036,11.304,288.49,0.58,hydraN
133,230005,20091127,2455162.79716,5.869203,32.544315,11.556,1.174,4995,-0.117,0.075,2.791,0.194,7.76,0.1,15.149,0.306,12.06,0.909,chelle
91,230006,20080130,2454495.62534,88.071404,32.532318,14.714,0.627,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-73.566,8.128,24.3,0.05,hydraN
35,230006,20080224,2454520.59666,88.071404,32.532318,14.714,0.627,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,14.3024,5.203,115.46,0.46,hydraN
118,230006,20101130,2455531.00933,5.871427,32.532315,14.714,0.627,6737,-0.932,0.022,4.145,0.054,103.47,0.31,27.1905,11.772,81.17,0.6217,chelle
56,230006,20101224,2455554.75388,88.071404,32.532318,14.714,0.627,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,13.1778,23.083,693.17,0.58,hydraN
61,230006,20110223,2455615.65734,88.071404,32.532318,14.714,0.627,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,2.8583,13.614,587.24,0.62,hydraN
62,230006,20140111,2456668.84402,88.071404,32.532318,14.714,0.627,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,2.2522,5.556,174.1,0.63,hydraN
24,230006,20140216,2456704.76214,88.071404,32.532318,14.714,0.627,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,27.8907,22.897,643.27,0.63,hydraN
23,230007,20090116,2454847.69614,87.972282,32.558769,14.758,0.603,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-21.9568,1.429,15.44,0.25,hydraN
28,230007,20101120,2455520.99097,5.864819,32.558775,14.758,0.603,6855,-0.935,0.016,4.433,0.032,116.91,0.12,12.048,11.791,96.2,0.7148,chelle
28,230007,20110408,2455659.67921,5.864819,32.558775,14.758,0.603,6855,-1.5,0,3.69,0.107,97.73,0.91,2.421,17.498,79.19,0.4217,chelle
9,230007,20120308,2455994.64976,87.972282,32.558769,14.758,0.603,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.7659,0.889,25.06,0.92,hydraN
95,230007,20140110,2456667.67539,87.972282,32.558769,14.758,0.603,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.061,8.96,161.31,0.54,hydraN
144,230008,20110206,2455598.61712,5.867078,32.56284,14.627,0.393,7723,-1.5,0,3.844,0.185,200,0,26.108,33.989,213.21,0.5151,chelle
98,230009,20090108,2454839.62128,88.021332,32.558292,14.985,0.652,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,12.4251,3.178,51.59,0.48,hydraN
146,230009,20110206,2455598.61712,5.868089,32.558295,14.985,0.652,6618,-0.704,0.04,3.863,0.068,54.49,0.2,13.336,4.161,46.08,0.7374,chelle
73,230009,20140111,2456668.84402,88.021332,32.558292,14.985,0.652,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,12.206,2.293,100.47,0.77,hydraN
57,230012,20080321,2454546.61952,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-86.5584,3.879,42.47,0.49,hydraN
161,230012,20081108,2454778.78542,5.86757,32.554051,15.188,0.661,6576,-0.281,0.047,3.844,0.085,14.22,0.02,55.8935,1.111,15.38,0.6914,chelle
78,230012,20090115,2454846.70022,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,41.6111,2.3,28.5,0.41,hydraN
74,230012,20090312,2454902.74044,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,29.0329,3.433,33.9,0.34,hydraN
74,230012,20091225,2455190.69799,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-3.623,2.902,75.66,0.76,hydraN
95,230012,20091226,2455191.69619,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,80.3498,3.157,38.86,0.64,hydraN
78,230012,20100105,2455201.66881,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,25.9253,1.011,22.44,0.74,hydraN
9,230012,20100304,2455259.65699,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-0.3717,1.347,46.62,0.86,hydraN
78,230012,20100305,2455260.63893,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-86.7808,2.279,41.81,0.65,hydraN
238,230012,20100305,2455260.76182,5.86757,32.55405,15.19,0.66,6581,-0.295,0.054,4.251,0.085,13.95,0.08,-84.295,1.038,14.71,0.6669,chelle
38,230012,20100306,2455261.70111,5.86757,32.55405,15.19,0.66,6581,-0.401,0.059,3.626,0.095,25.7,0.08,-1.278,1.07,22.79,0.8719,chelle
173,230012,20101119,2455519.80379,5.86757,32.55405,15.188,0.661,6576,-0.476,0.068,3.133,0.114,16.2,0.08,77.083,0.94,14.91,0.7545,chelle
22,230012,20101119,2455519.91915,5.86757,32.55405,15.188,0.661,6576,-0.58,0.063,3.114,0.119,15.75,0,81.327,0.904,14.76,0.7697,chelle
74,230012,20101224,2455554.75388,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,22.4521,0.562,25.38,0.81,hydraN
76,230012,20101225,2455555.74286,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,87.2465,3.742,41.38,0.62,hydraN
9,230012,20101226,2455556.76196,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,1.7433,0.774,38.93,0.88,hydraN
30,230012,20101227,2455557.74916,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-84.7458,2.17,41.59,0.67,hydraN
33,230012,20110218,2455610.69602,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-71.1162,1.633,37.36,0.64,hydraN
36,230012,20110223,2455615.65734,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-85.8403,1.771,39.94,0.7,hydraN
52,230012,20110225,2455617.72329,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,87.4545,1.446,39,0.75,hydraN
74,230012,20110318,2455638.6426,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-19.3446,0.685,21.78,0.81,hydraN
36,230012,20110319,2455639.66024,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,78.4578,2.374,38.83,0.62,hydraN
57,230012,20120131,2455957.62683,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-62.8552,1.638,37.55,0.59,hydraN
52,230012,20120201,2455958.76095,88.01355,32.55405,15.188,0.661,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,62.0984,3.685,43.89,0.63,hydraN
78,230013,20080222,2454518.59808,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.3736,0.898,37.82,0.83,hydraN
93,230013,20090116,2454847.69614,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.5186,1.069,24.66,0.6,hydraN
31,230013,20101226,2455556.76196,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,13.7166,0.707,40.34,0.91,hydraN
23,230013,20110218,2455610.69602,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,12.6734,0.321,39.26,0.94,hydraN
43,230013,20110318,2455638.6426,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,13.0246,0.71,39.41,0.88,hydraN
47,230013,20120131,2455957.62683,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,11.4447,0.269,38.59,0.95,hydraN
26,230013,20121210,2456271.89222,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.6449,0.615,38.49,0.93,hydraN
60,230013,20130119,2456311.80951,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.9137,2.415,39.7,0.82,hydraN
95,230013,20131223,2456649.75103,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.2016,1.151,39.28,0.91,hydraN
96,230013,20140110,2456667.67539,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.4322,1.061,39.45,0.91,hydraN
81,230013,20140208,2456696.74853,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.0299,0.335,38.47,0.94,hydraN
14,230013,20140220,2456708.78003,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.0994,0.637,40,0.94,hydraN
7,230013,20141006,2456936.95638,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.3277,1.391,39.89,0.71,hydraN
7,230013,20150205,2457058.70573,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.455,0.464,38.91,0.96,hydraN
99,230013,20150309,2457090.6866,88.0485,32.558456,15.261,0.808,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.8049,0.279,39.76,0.96,hydraN
52,230014,20080130,2454495.62534,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.869,1.272,33.78,0.61,hydraN
3,230014,20080224,2454520.59666,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.3806,2.286,38.47,0.45,hydraN
33,230014,20101225,2455555.74286,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.636,0.335,36.81,0.97,hydraN
55,230014,20110223,2455615.65734,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.9285,0.29,36.91,0.96,hydraN
99,230014,20130120,2456312.82664,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.1919,1.068,36.99,0.88,hydraN
7,230014,20131223,2456649.86187,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.2926,0.447,37.82,0.96,hydraN
17,230014,20140111,2456668.84402,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.9198,0.464,37.93,0.94,hydraN
54,230014,20140216,2456704.76214,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.1342,0.607,37.27,0.95,hydraN
31,230014,20150209,2457062.82705,88.048561,32.568542,15.268,0.795,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,11.7505,1.07,39.45,0.65,hydraN
95,230017,20080224,2454520.59666,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,21.332,1.249,28.69,0.59,hydraN
74,230017,20080320,2454545.62173,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,5.8492,1.021,35.33,0.87,hydraN
74,230017,20081013,2454752.89494,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.992,0.718,38.05,0.91,hydraN
87,230017,20091225,2455190.69799,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.3904,1.445,37.66,0.83,hydraN
87,230017,20100304,2455259.65699,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.1912,0.585,36.9,0.92,hydraN
87,230017,20101224,2455554.75388,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,5.2015,0.915,45.11,0.9,hydraN
16,230017,20110218,2455610.69602,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-4.1635,1.707,60.12,0.8,hydraN
87,230017,20110318,2455638.6426,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.7652,0.709,36.23,0.91,hydraN
9,230017,20120131,2455957.62683,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.1639,1.534,35.98,0.85,hydraN
16,230017,20121210,2456271.89222,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.755,1.047,35.13,0.9,hydraN
10,230017,20121230,2456291.80569,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,16.9436,8.02,69.23,0.49,hydraN
16,230017,20130119,2456311.70071,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-2.3938,1.778,61.06,0.81,hydraN
74,230017,20131223,2456649.86187,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.357,0.824,36.97,0.91,hydraN
35,230017,20140111,2456668.6731,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.3931,0.956,42.23,0.9,hydraN
14,230017,20140208,2456696.74853,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,4.2883,4.727,52.73,0.63,hydraN
73,230017,20140216,2456704.76214,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.4207,1.163,38.24,0.78,hydraN
78,230017,20150205,2457058.82018,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,12.4981,1.687,55.84,0.84,hydraN
55,230017,20150309,2457090.6866,88.007698,32.567299,15.492,0.781,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.0244,0.36,36.58,0.95,hydraN
20,230018,20080222,2454518.59808,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,12.0031,3.029,69.1,0.44,hydraN
36,230018,20081012,2454751.98724,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,16.4241,1.677,71.71,0.8,hydraN
29,230018,20090211,2454873.86635,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,11.8186,9.187,69.46,0.33,hydraN
95,230018,20090314,2454904.66208,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.8267,3.12,68.68,0.68,hydraN
87,230018,20091227,2455192.81748,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.8797,3.998,73.28,0.71,hydraN
29,230018,20120131,2455957.75165,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.8098,1.89,84.01,0.77,hydraN
55,230018,20120308,2455994.64976,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.9768,4.854,74.21,0.7,hydraN
7,230018,20130119,2456311.80951,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.44,1.323,73.77,0.81,hydraN
36,230018,20131223,2456649.86187,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.2576,1.871,76.39,0.81,hydraN
9,230018,20140111,2456668.84402,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.3828,2.308,78.23,0.78,hydraN
3,230018,20140216,2456704.76214,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.9163,1.715,73.58,0.79,hydraN
36,230018,20150205,2457058.82018,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.2846,1.91,76.93,0.78,hydraN
88,230018,20150309,2457090.6866,88.004257,32.554371,15.447,0.702,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.1026,3.361,84.48,0.68,hydraN
74,230019,20090113,2454844.64143,88.012428,32.569435,15.487,0.714,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.0735,5.675,59.38,0.29,hydraN
17,230019,20090213,2454875.74666,88.012428,32.569435,15.487,0.714,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.1084,6.932,56.55,0.42,hydraN
69,230019,20090316,2454906.73872,88.012428,32.569435,15.487,0.714,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.3907,2.797,59.09,0.65,hydraN
135,230019,20101007,2455476.95385,5.867495,32.56944,15.487,0.714,6341,-0.158,0.011,4.255,0.02,32.28,0.07,8.106,1.461,32.38,0.8798,chelle
14,230019,20101226,2455556.76196,88.012428,32.569435,15.487,0.714,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.3769,1.751,55.65,0.81,hydraN
78,230019,20120131,2455957.75165,88.012428,32.569435,15.487,0.714,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.4774,1.252,53.61,0.86,hydraN
36,230021,20080201,2454497.66736,88.060966,32.535297,15.536,0.721,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,25.7453,26.237,158.14,0.11,hydraN
76,230021,20080322,2454547.62171,88.060966,32.535297,15.536,0.721,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,30.8308,1.809,42.02,0.66,hydraN
198,230021,20081123,2454793.80209,5.870731,32.535301,15.536,0.721,6311,-0.404,0.059,3.781,0.102,23.48,0.03,31.751,1.192,22.7,0.7855,chelle
44,230021,20090116,2454847.69614,88.060966,32.535297,15.536,0.721,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,31.1322,0.667,36.45,0.71,hydraN
81,230023,20080228,2454524.68765,5.870923,32.562481,15.524,0.766,6125,-0.244,0.049,3.987,0.092,35.38,0.1,10.593,1.647,33.57,0.8845,chelle
81,230023,20080301,2454526.70915,5.870923,32.562481,15.524,0.766,6125,-0.311,0.052,4.101,0.096,36.88,0.1,10.494,1.577,34.37,0.8927,chelle
65,230023,20081123,2454793.91468,5.870923,32.562481,15.524,0.766,6125,-0.129,0.048,4.528,0.088,35.81,0.1,9.456,1.744,37.97,0.8224,chelle
91,230023,20090108,2454839.62128,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.5434,3.791,79.16,0.62,hydraN
54,230023,20090314,2454904.66208,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,11.7264,3.401,67.04,0.68,hydraN
45,230023,20130119,2456311.80951,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.335,4.717,58.41,0.68,hydraN
7,230023,20140111,2456668.84402,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.6134,0.923,61.92,0.87,hydraN
55,230023,20140216,2456704.62335,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.2797,2.672,57.57,0.7,hydraN
3,230023,20150205,2457058.82018,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.9737,1.684,61.12,0.79,hydraN
15,230023,20150309,2457090.6866,88.06385,32.562473,15.524,0.766,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.845,0.888,63.46,0.87,hydraN
63,230025,20080302,2454527.68799,5.869098,32.556736,15.571,0.736,6248,-0.21,0.048,4.26,0.092,11.75,0,10.523,0.513,15.09,0.8989,chelle
40,230025,20090113,2454844.64143,88.036461,32.556744,15.571,0.736,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.1494,0.606,23.62,0.58,hydraN
14,230025,20090213,2454875.74666,88.036461,32.556744,15.571,0.736,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.4625,0.799,40.02,0.88,hydraN
36,230026,20080130,2454495.62534,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.5103,2.664,53.42,0.52,hydraN
39,230026,20080228,2454524.68765,5.867024,32.535767,15.725,0.742,6223,-0.122,0.041,4.354,0.086,25.25,0,9.456,1.111,26.87,0.8956,chelle
39,230026,20080301,2454526.70915,5.867024,32.535767,15.725,0.742,6223,-0.143,0.043,4.242,0.094,25.25,0,10.064,1.054,26.82,0.9058,chelle
21,230026,20080320,2454545.62173,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.18,1.781,49.94,0.72,hydraN
21,230026,20081012,2454751.98724,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.8604,4.206,49.8,0.6,hydraN
127,230026,20081024,2454764.85411,5.867024,32.535767,15.725,0.742,6223,-0.071,0.038,4.344,0.087,25.5,0,10.026,0.986,27.25,0.9032,chelle
127,230026,20081025,2454764.85411,5.867024,32.535767,15.725,0.742,6223,-0.071,0.038,4.344,0.087,25.5,0,10.001,0.986,27.25,0.9032,chelle
160,230026,20081123,2454793.80209,5.867024,32.535767,15.725,0.742,6223,-0.194,0.047,4.474,0.086,26.23,0.06,9.61,1.754,27.87,0.7839,chelle
21,230026,20090211,2454873.86635,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.7761,6.424,51.76,0.42,hydraN
8,230026,20090213,2454875.69127,5.867024,32.535767,15.725,0.742,6223,-0.204,0.047,4.334,0.087,25.75,0,10.143,1.026,27.2,0.9026,chelle
21,230026,20090312,2454902.74044,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,14.043,16.794,83.05,0.21,hydraN
9,230026,20100105,2455201.66881,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.4274,0.636,50.16,0.91,hydraN
57,230026,20101224,2455554.75388,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.5748,1.985,51.22,0.8,hydraN
57,230026,20110218,2455610.69602,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.8899,3.42,51.28,0.5,hydraN
57,230026,20110318,2455638.6426,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.997,5.238,52.14,0.4,hydraN
33,230026,20120201,2455958.76095,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.4861,0.961,51.93,0.86,hydraN
9,230026,20140110,2456667.67539,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.9749,3.229,49.6,0.7,hydraN
57,230026,20140208,2456696.74853,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.4444,4.052,53.14,0.64,hydraN
78,230026,20150309,2457090.6866,88.005356,32.53577,15.725,0.742,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.4045,1.717,50.89,0.86,hydraN
17,230030,20071221,2454455.69525,88.052185,32.555031,15.777,0.744,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.3611,1.012,44.42,0.76,hydraN
87,230030,20080130,2454495.62534,88.052185,32.555031,15.777,0.744,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.3349,3.487,90.88,0.54,hydraN
85,230030,20081022,2454761.82812,5.870146,32.555023,15.777,0.744,6214,-0.147,0.044,4.327,0.083,25.25,0,8.76915,1.03,27.05,0.9047,chelle
205,230030,20081026,2454765.98197,5.870146,32.555023,15.777,0.744,6214,-0.157,0.044,4.405,0.088,24.99,0.04,8.835,1.091,27.36,0.8843,chelle
188,230030,20081125,2454795.68654,5.870146,32.555023,15.777,0.744,6214,-0.199,0.049,4.49,0.098,25.27,0.03,8.295,1.377,27.15,0.8249,chelle
